,supplier_name,address,lat,lng,country,region
175,GoerTek Inc.,"West Changan South Road and North Tengfei Road, Yishui County, Linyi, Shandong, China",35.7537229,118.6318113,China,Shandong Sheng
176,GoerTek Inc.,"Lot K-08, Que Vo industrial park, Nam Son commune, Bac Ninh, Vietnam",21.1530025,106.11399,Vietnam,Bắc Ninh
177,"Hama Naka Shoukin Industry Co., Ltd.","No. 1 Gaoding Road, Kunshan Development Zone, Kunshan, Jiangsu, China",31.36135599999999,121.061865,China,Jiangsu Sheng
178,"HengMingDa Wrapper Co., Ltd.","No. 1568 Taji Road, Shipai Town, Kunshan, Jiangsu, China",31.5019729,120.9350749,China,Jiangsu Sheng
179,Henkel Corp.,"No. 90 Zhu Jiang Road , Yantai Economic Technological Development Zone, Yantai, Shandong, China",37.558507,121.231168,China,Shandong Sheng
180,Henkel Corp.,"167 Batchelder Road, Seabrook, New Hampshire, USA",42.8838346,-70.8848981,United States,New Hampshire
181,Henkel Corp.,"301 Washington Street, Cannon Falls, Minnesota, USA",44.5195598,-92.9041977,United States,Minnesota
182,Henkel Corp.,"No. 524, Anji East Road, Sanzao Town, Jin Wan Qu, Zhuhai, Guangdong, China",22.0080725,113.3785933,China,Guangdong Sheng
183,HI-P International Ltd.,"No. 77 Jinwen Road, Zhuqiao Airport Industrial Zone, Pudong New Area, Shanghai, China",31.102472,121.778906,China,Shanghai Shi
184,HI-P International Ltd.,"No. 96 and No. 102, Jinwen Road, Zhuqiao Airport Industrial Zone, Pudong New Area, Shanghai, China",31.107386,121.776223,China,Shanghai Shi
185,HI-P International Ltd.,"No. 38 Jinliang Road, Pudong, Shanghai, China",31.1116225,121.77927,China,Shanghai Shi
186,HI-P International Ltd.,"Blk 3 and 4, No. 955 Jinhai Road, Shanghai, China",31.2632115,121.6181888,China,Shanghai Shi
187,HI-P International Ltd.,"No. 86 Liu Feng Road, Wu Zhong District, Suzhou, Jiangsu, China",31.264212,120.631898,China,Jiangsu
188,"Hirose Electric Co., Ltd.","1261-10 Jeongwang-Dong, Siheung, Gyeonggi-Do, Korea",37.34860159999999,126.7271088,South Korea,Gyeonggi-do
189,"Hirose Electric Co., Ltd.","2-31-1 Toyomane, Yamadacho, Shimoheigun, Miyako, Iwate, Japan",39.534107,141.9267723,Japan,Iwate Prefecture
190,"Hirose Electric Co., Ltd.","21-2 Kubota Dai-2 Chiwariaza Akamae, Miyako, Iwate, Japan",39.5795247,141.9519813,Japan,Iwate Prefecture
191,"Hirose Electric Co., Ltd.","509-36 Soejima, Fuchumachi, Toyama, Japan",36.6673104,137.1747965,Japan,Toyama Prefecture
192,"Hirose Electric Co., Ltd.","3215 Shimoizawa, Fuchumachi, Toyama, Japan",36.6673104,137.1747965,Japan,Toyama Prefecture
193,"Hirose Electric Co., Ltd.","46-3 Aza Nishi, Niida, Tagajo-shi, Miyagi, Japan",38.2943955,140.962234,Japan,Miyagi Prefecture
194,"Hirose Electric Co., Ltd.","55-1 Jiwari, Tagusari, Miyako, Iwate, Japan",39.6397256,141.9441546,Japan,Iwate Prefecture
195,"Hirose Electric Co., Ltd.","63-25 Nishiura Aisaricho, Kitakami, Iwate, Japan",39.2589649,141.1083228,Japan,Iwate Prefecture
196,"Hirose Electric Co., Ltd.","191-1 Oaza Urushikawa Aza Tamatsubaki, Goshogawara, Aomori, Japan Jiangsu, China",40.8164464,140.4713817,Japan,Aomori Prefecture
197,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 1925 NanLe Road, Songjiang Export Processing Zone, Shanghai, China",31.024015,121.293753,China,Shanghai Shi
198,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Avenida Caminho de Goiás 100, Rodovia Anhanguera km 66, Bairro dos Fernandes, Bloco B, JundiaÍ, Sao Paulo, Brazil",-23.1342703,-46.9449676,Brazil,São Paulo
199,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Foxconn Longhua Technology Park, #2 2nd Donghuan Road, 10th Yousong Industrial District, Longhua Town, Bao’an, Shenzhen, Guangdong, China",22.656408,114.019351,China,Guangdong
200,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 1 Longfei Street Economy Technology Development Zone, Taiyuan, Shanxi, China",37.744543,112.585714,China,Shanxi Sheng
201,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Foxconn Guanlan Technology Park North site, Dashuikeng Village, Guanlan Town, Bao’an, Shenzhen, Guangdong, China",22.743227,114.023932,China,Guangdong Sheng
202,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 168 Hezuo Road, CDHT Western Park, Chengdu, Sichuan, China",30.7676256,103.9115411,China,Sichuan Sheng
203,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 9 Jianye East Road, Torch Hi-Tech Development Zone, Zhongshan, Guangdong, China",22.563429,113.455477,China,Guangdong Sheng
204,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 1216 Lanhua Road, Jincheng Economic and Technology Development Zone, Jincheng, Shanxi, China",35.496121,112.881035,China,Shanxi Sheng
205,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Wancheng warehouse 203, No. 6 Hongmian Road, Fu-tian tax free zone, Shenzhen, Guangdong, China",22.504431,114.057634,China,Guangdong Sheng
206,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Longhe Technology Industry zone, Southern Construction Road, Anci District, Langfang, Hebei, China",39.502569,116.694544,China,Hebei
207,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Foxconn Technology Development Zone, Hebi, Henan, China",35.748233,114.297201,China,Henan
208,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","HuLing Industry Park, HuangHe River Road, Jiyuan, Henan, China",35.067243,112.601918,China,Henan
209,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 7 workshop, Export Processing District, No. 9 Avenue, Economy Technology Development Zone, Zhengzhou, Henan, China",34.746611,113.625328,China,Henan
210,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 35 Hua Bao North Road, Cheng Xi Industrial Zone, Chancheng District, Foshan, Guangdong, China",23.033193,113.123966,China,Guangdong Sheng
211,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","13301 Park Vista Blvd., Fort Worth, Texas, USA",32.9726698,-97.2637378,United States,Texas
212,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 299 Nan Song Road, Yu Shan Town, Kunshan, Jiangsu, China",31.3312309,120.9182104,China,Jiangsu Sheng
213,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 888 Hezuo Road, Comprehensive Bonded Zone, CDHT Western Park, Chengdu, Sichuan, China",30.572815,104.066801,China,Sichuan
214,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 99 Fuxing Avenue, Xitang Town, Jiashan, Zhejiang, China",30.9404028,120.8663281,China,Zhejiang Sheng
215,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 880 Zizhu Road, Hi-Tech Industrial Zone, Kunshan, Jiangsu, China",31.4133786,120.9597978,China,Jiangsu Sheng
216,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 6, Sec. 2, Huandong Road, Xinshi District, Tainan, Taiwan",23.1052986,120.2840219,Taiwan,Tainan City
217,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Building 8, Foxconn Guanlan Technology Park B District, DaSan Community, Guanlan Town, Bao’an, Shenzhen, Guangdong, China",22.743227,114.023932,China,Guangdong Sheng
218,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 689 Hezuo Road, Chengdu High Technology Western Park, Chengdu, Sichuan, China",30.7665292,103.9128303,China,Sichuan Sheng
219,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Hongguan science and technology park, DaShuikeng Village, Guanlan Street, Guanlan, Shenzhen, Guangdong, China",22.59197,114.287139,China,Guangdong
220,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","Industrial Distribution Center at Lankao County, Kaifeng, Henan, China",34.822211,114.821348,China,Henan
221,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","West of JiYang Street, LanKao County, Kaifeng, Henan, China",36.978537,117.173524,China,Shandong
222,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","No. 2, 2nd Donghuan Road, Longhua Town, Longhua New District, Shenzhen, Guangdong, China",22.656408,114.019351,China,Guangdong
223,"Hon Hai Precision Industry Co., Ltd. (Foxconn)","General Bonded Zone, East Zhenxing Road, Zhengzhou Airport, Zhengzhou, Henan, China",34.2904302,113.3823545,China,Henan
224,INB Electronics Ltd.,"Chuangye Park, Taihe County, Ji’an, Jiangxi, China",26.789958,114.908872,China,Jiangxi
225,INB Electronics Ltd.,"Building 2nd, 1st Area, Industrial Area of Huaide Cuihai, Fengtang Road, Fuyong Street, Shenzhen, Guangdong, China",22.701353,113.797537,China,Guangdong Sheng
226,INB Electronics Ltd.,"Xiangshuihe Industrial Area, Dayawan Development District, Huizhou, Guangdong, China",22.7157944,114.5323758,China,Guangdong Sheng
227,Infineon Technologies AG,"Free Trade Zone, Jalan Batu Berendam, Batu Berendam, Melaka, Malaysia",2.2424262,102.2584297,Malaysia,
228,Infineon Technologies AG,"Wernerwerkstr. 2, Regensburg, Bavaria, Germany",49.0221124,12.0525083,Germany,Bayern
229,Infineon Technologies AG,"Konigsbrucker Str. 180, Dresden, Saxony, Germany",51.10325,13.7724,Germany,Sachsen
230,Infineon Technologies AG,"Siemensstrabe 2, Villach, Oesterreich, Austria",46.5961546,13.8554691,Austria,Kärnten
231,Infineon Technologies AG,"Lot 10 & 11, Kulim Hi-Tech Park, Kedah Darul Aman, Jalan Hi-Tech 7, Industrial Zone Phase II, Kulim, Kedah, Malaysia",5.399955299999999,100.5923102,Malaysia,
232,Intel Corp.,"No. 8-1 Kexin Road, High-Tech Zone (West Park), Chengdu, Sichuan, China",30.763953,103.924997,China,Sichuan Sheng
233,Intel Corp.,"2501 NW 229th Avenue, Hillsboro, Oregon, USA",45.5470464,-122.9138953,United States,Oregon
234,Intel Corp.,"Rio Rancho Blvd SE, Rio Rancho, New Mexico, USA",35.238611,-106.6564664,United States,New Mexico
235,Intel Corp.,"4500 South Dobson Road, Chandler, Arizona, USA",33.2431262,-111.892444,United States,Arizona
236,Intel Corp.,"Collinstown Industrial Park, Leixlip, Ireland",53.36384280000001,-6.4900033,Ireland,County Kildare
237,Intel Corp.,"New Industrial Area 2 Tzoran Street, Kiryat Gat, Israel",31.59482999999999,34.779626,Israel,South District
238,Intel Corp.,"Bayan Lepas Industrial Park IV, Penang, Malaysia",5.2889712,100.2863501,Malaysia,Pulau Pinang
239,Intel Corp.,"Lot I2, Saigon Hi-Tech Park, District 9, Ho Chi Minh, Binh Duong, Vietnam",10.8257136,106.7797167,Vietnam,Tân Phú Quận 9 Hồ Chí Minh
240,Intel Corp.,"109 Huaihe East Road, Dalian, Liaoning, China",39.079302,121.877832,China,Liaoning Sheng
241,Intel Corp.,"Lot 8, Jalan Hi-tech 2/3, Kulim Hi-tech Park, Kulim, Kedah, Malaysia",5.422856899999999,100.58639,Malaysia,Kedah
242,"Interflex Co., Ltd.","600 Sunggok-dong, Danwon-gu, Ansan, Gyeonggi-Do, Korea",37.3193953,126.8123263,South Korea,Gyeonggi-do
243,Intramedia Inc.,"189 Tangzhuang Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.3076362,120.7563057,China,Jiangsu Sheng
244,Intramedia Inc.,"No. 11 Haiyi Road, Ching Tou Village, Chang’an Town, Dongguan, Guangdong, China",22.7960932,113.8275361,China,Guangdong Sheng
245,Inventec Corp.,"No. 789, Puxing Road, Minhang District, Shanghai, China",31.103979,121.507904,China,Shanghai Shi
246,Jabil Circuit Inc.,"Ganpi Village, Zhenlong Town, Huiyang District, Huizhou, Guangdong, China",22.789101,114.456539,China,Guangdong
247,Jabil Circuit Inc.,"No. 84-2 Block B, National Hi-Tech Industrial Development Zone, Wuxi, Jiangsu, China",31.351552,119.798575,China,Jiangsu Sheng
248,Jabil Circuit Inc.,"No. 7 Yang Qing Road, Lou Feng Demonstrative S.I.P, Suzhou, Jiangsu, China",31.335154,120.659027,China,Jiangsu Sheng
249,Jabil Circuit Inc.,"No. 2073, Jincheng Road, Shajing Street, Bao’an District, Shenzhen, Guangdong, China",22.738469,113.786235,China,Guangdong Sheng
250,Jabil Circuit Inc.,"No. 21, Sai Da Shi Ji Road, Xiqing Economic Development Zone, Tianjin, China",39.141152,117.008826,China,Tianjin
251,Jabil Circuit Inc.,"No. 266 Sec. 1, Shen-Lin Road, Ta Ya 428, Taichung, Taiwan",24.2567018,120.6590305,Taiwan,Taichung City
252,Jabil Circuit Inc.,"Lot J9, J10 Export Processing Zone, Wuxi, Jiangsu, China",31.491169,120.31191,China,Jiangsu
253,Jabil Circuit Inc.,"No. 1 Sec.3, Chuangxin Road, Chongzhou Economic Development District, Chengdu, Sichuan, China",30.5998682,103.6976668,China,Sichuan Sheng
254,Jabil Circuit Inc.,"No. 119, Hulin Road, Huangpu District, Guangzhou, Guangdong, China",23.115612,113.4435244,China,Guangdong Sheng
255,Jabil Circuit Inc.,"128 Juncheng Road, Guangzhou Economic and Technology Development Zone, Guangzhou, Guangdong, China",23.141345,113.506028,China,Guangdong Sheng
256,Jabil Circuit Inc.,"No. 97 National High-Tech Industrial Development Zone, Wuxi, Jiangsu, China",31.491169,120.31191,China,Jiangsu
257,Jabil Circuit Inc.,"No. 128 TongYuan Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.270704,120.668472,China,Jiangsu Sheng
258,Japan Aviation Electronics Industry Ltd.,"5-1 Oaza Seinofukuro 5-chome, Hirosaki, Aomori, Japan",40.6385955,140.4774694,Japan,Aomori Prefecture
259,Japan Aviation Electronics Industry Ltd.,"4102-6 Aza Takadaishinden, Oaza Izumida, Shinjo, Yamagata, Japan",38.8100914,140.3225603,Japan,Yamagata Prefecture
260,Japan Display Inc.,"Xinyang road Dengwu Village, Qiaotou Town, Dongguan, Guangdong, China",22.933392,113.754573,China,Guangdong
261,Japan Display Inc.,"26-2 Yamadasenden, Kawakita, Nomi-gun, Ishikawa, Japan",36.4651138,136.5579574,Japan,Ishikawa Prefecture
262,Japan Display Inc.,"1-47 Iwauchi-machi, Nomi, Ishikawa, Japan",36.4533237,136.5669125,Japan,
263,Japan Display Inc.,"3300 Hayano, Mobara, Chiba, Japan",35.4180126,140.3044021,Japan,Chiba Prefecture
264,Japan Display Inc.,"No. 1 Central Avenue, Area B, Kunshan Free Trade Zone, Kunshan, Jiangsu, China",31.38559699999999,120.980736,China,Jiangsu
265,Japan Display Inc.,"1-2480, Takematsumachi, Hakusan, Ishikawa, Japan",36.5385123,136.5562999,Japan,Ishikawa Prefecture
266,"Jarllytec Co., Ltd.","No. 13 Wugong 5th Road, Hsin Chung Dist, New Taipei City, Taipei, Taiwan",25.0631779,121.454999,Taiwan,New Taipei City
267,"Jeou Uei Co., Ltd.","No. 5-1 GuGang Road, ChengQu Industrial Park, Economic Development Zone, Taicang, Jiangsu, China",31.4537843,121.0851535,China,Jiangsu Sheng
268,"Jeou Uei Co., Ltd.","Building No. 4 of Row 5, Jiao Tang Industry Area, Bao’an District, Shenzhen, Guangdong, China",22.720645,113.808462,China,Guangdong
269,"Jiangsu Changjiang Electronics Technology Co., Ltd.","5 Yishun Street 23, Singapore",1.439902,103.842371,Singapore,
270,"Jinlong Holding Group Co., Ltd.","Jingang Blvd., Jinlong Science & Technology Park, Bei Baixiang Town, Yueqing, Wenzhou, Zhejiang, China",27.910625,113.692921,China,Hunan
271,"Jinlong Holding Group Co., Ltd.","Sinco Industrial Park, Huai Bei Road, Huai De District, Humen, Dongguan, Guangdong, China",22.839049,113.740489,China,Guangdong Sheng
272,JX Nippon Mining & Metals Corp.,"3 Kurami, Samukawa, Koza, Kanagawa, Japan",35.3951901,139.3930354,Japan,Kanagawa Prefecture
273,"Kantatsu Co., Ltd.","No. 8 Xinlong Road Xinpu Economic Development Zone, Lianyungang, Jiangsu, China",34.607655,119.122349,China,Jiangsu Sheng
274,Kemet Corp.,"Av. las Americas 780 Ote., Colonia, Victoria, Tamaulipas, Mexico",23.765824,-99.15456599999999,Mexico,Tamaulipas
275,Kemet Corp.,"No. 99 Yangpu Road, Suzhou, Jiangsu, China",31.307886,120.804373,China,Jiangsu Sheng
276,Kemet Corp.,"Long Binh Techno Park (LOTECO) EPZ, Long Binh Ward, Bien Hoa, Dong Nai, Vietnam",10.9296626,106.884901,Vietnam,Đồng Nai
277,Kemet Corp.,"78/2 Moo 1, Wellgrow Industrial Estate, Bangna-Trad KM. 36 Road, Homsil, Bang Pakong, Chachoengsao, Thailand",13.5762555,100.9228876,Thailand,
278,Kemet Corp.,"Lot 336, Batamindo Industry Park, Jl. Gaharu, Muka Kuning, Nongsa, Kota Batam, Kepulauan Riau, Indonesia",1.054931,104.0393137,Indonesia,Kepulauan Riau
279,Kemet Corp.,"No. 9, Ri-xin Road, Xinglin Ji-mei Zone, Xiamen, Fujian, China",41.5800945,-71.4774291,United States,Rhode Island
280,"Kunshan Kersen Science & Technology Co., Ltd.","No. 389 Kunjia Road, Kunshan, Jiangsu, China",31.362383,121.042052,China,Jiangsu Sheng
281,"Kunshan Kersen Science & Technology Co., Ltd.","No. 5 Weiliu Road, Dong Tai, Jiangsu, China",32.8982102,120.2988059,China,Jiangsu Sheng
282,Kinsus Interconnect Technology Corp.,"No. 1245, Junghua Road, Shin-Wu Shiang, Taoyuan, Taiwan",24.736944,121.350833,Taiwan,Taoyuan City
283,Kinsus Interconnect Technology Corp.,"No. 526, Sec. 2, Jianxing Road, Xinfeng, Hsinchu, Taiwan",24.8930011,120.9877265,Taiwan,
284,Knowles Corp.,"Plot 104, Lebuhraya Kampung Jawa, Bayan Lepas Industrial Estate, Penang, Malaysia",5.3193019,100.292583,Malaysia,Pulau Pinang
285,Knowles Corp.,"379 Middle Suhong Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.3261567,120.6667163,China,Jiangsu Sheng
286,Koch Industries Inc.,"No. 889. Ying Lun Road, Wai Gao Qiao Free Trade Zone, Shanghai, China",31.349964,121.588425,China,
287,Koch Industries Inc.,"27 Guangshun Street, Dalian Economic and Technical Development Zone, Dalian, Liaoning, China",38.91400300000001,121.614682,China,Liaoning
288,Koch Industries Inc.,"3949-3 Kawanishi, Kanoya, Kagoshima, Japan",31.36332999999999,130.865246,Japan,Kagoshima Prefecture
289,Koch Industries Inc.,"No. 110 International Road, Jurong Town, Singapore",1.328518,103.680095,Singapore,
290,Koch Industries Inc.,"2607 Jalan Perusahaan Kawasan Perindustrian, Perai, Penang, Malaysia",5.3387346,100.4296148,Malaysia,Pulau Pinang
291,Koch Industries Inc.,"1351-2 Sumiyoshi, Yoshida, Haibara-gun, Shizuoka, Japan",34.7576796,138.2539454,Japan,Shizuoka Prefecture
292,Koch Industries Inc.,"700 Kingbird Road, Lincoln, Nebraska, USA",40.851273,-96.73092899999999,United States,Nebraska
293,Kyocera Group,"5850 Higashine-koh ohaza, Higashine, Yamagata, Japan",38.4313543,140.3910903,Japan,Yamagata Prefecture
294,Kyocera Group,"1-1 Kokubuyamashita-cho, Kirishima-shi, Kagoshima, Japan",31.7408988,130.7629974,Japan,Kagoshima Prefecture
295,Kyocera Group,"1810 Taki-cho, Satsumasendai, Kagoshima, Japan",31.8135171,130.3042445,Japan,Kagoshima Prefecture
296,Kyocera Group,"560 Nyuzen, Nyuzen-machi, Shimoniikawa-gun, Toyama, Japan",36.9392627,137.5002748,Japan,Toyama Prefecture
297,Kyocera Group,"8 Jing Ci Road, New City District, Shilong Town, Dongguan, Guangdong, China",41.1475954,-73.989306,United States,New York
298,Kyocera Group,"3-11-1 Osachi Kohagi, Okaya, Nagano, Japan",36.086598,138.048986,Japan,Nagano Prefecture
299,Kyocera Group,"1 Mikata, Ayabe, Kyoto, Japan",35.2991885,135.2672798,Japan,Kyōto-fu
300,Laird Technologies Inc.,"Building 1, Dejin Industrial Park, Fuyuanyi Road, Heping Community, Fuyong Town, Bao An District, Shenzhen, Guangdong, China",22.663903,113.828423,China,Guangdong Sheng
301,Laird Technologies Inc.,"No. 398 Yuandian Road, Xin Zhuang Industrial Zone, Shanghai, China",31.0487058,121.371594,China,Shanghai Shi
302,Laird Technologies Inc.,"No. 8 Pengfeng Road, Songjiang, Shanghai, China",30.999119,121.147089,China,Shanghai Shi
303,Laird Technologies Inc.,"28 Huanghe South Road, Kunshan Economic & Tech Development Zone, Kunshan, Jiangsu, China",31.361651,120.977431,China,Jiangsu Sheng
304,"Largan Precision Co., Ltd.","No. 18 Tutong First Industrial District, Tutong, Changping, Dongguan, Guangdong, China",22.974898,113.993115,China,Guangdong
305,"Largan Precision Co., Ltd.","No. 11 Jingke Road, Nantun District, Taichung, Taiwan",24.1465875,120.6037838,Taiwan,Taichung City
306,Lens One Technology,"Lens Technology Zone, Liuyang Biomedical Industrial Estate, Changsha",28.162833,113.643076,China,Hunan
307,"(Shenzhen) Co., Ltd.","Hunan, China",27.6252995,111.8568586,China,Hunan
308,"Lens One Technology (Shenzhen) Co., Ltd.","Huangxing Road, Langli Town, Changsha, Hunan, China",28.183557,112.976147,China,Hunan
309,LG Chem Ltd.,"No. 17 Hengyi Road, Nanjing Economic & Technology Development Zone, Nanjing, Jiangsu, China",32.1635743,118.868983,China,Jiangsu Sheng
310,LG Chem Ltd.,"8B Ochang Scientific Local Industrial Complex 1114-Namchon-ri Oksan-Myeon, Cheongwon-Gun, Chungcheongbuk-Do, Korea",36.6987339,127.4062654,South Korea,Chungcheongbuk-do
311,"LG Display Co., Ltd.","181, 3gongdan 2-ro, Gumi, Gyeongsangbuk-do, Korea",36.0965757,128.403828,South Korea,Gyeongsangbuk-do
312,"LG Display Co., Ltd.","No. 59 Kaitai Road, Science City of Guangzhou, High-Tech Industrial Development Zone, Guangzhou, Guangdong, China",23.12911,113.264385,China,Guangdong
313,"LG Display Co., Ltd.","No. 1 LG Road, LG Industrial Park, Nanjing Economic & Technology Development Zone, Nanjing, Jiangsu, China",32.1514196,118.8927744,China,Jiangsu Sheng
314,"LG Display Co., Ltd.","245 LG-ro, Wollong-myeon, Paju, Gyeonggi-Do, Korea",37.8133325,126.7612555,South Korea,Gyeonggi-do
315,"LG Display Co., Ltd.","No. 2 Beijing Middle Road, Development Zone, Yantai, Shandong, China",37.6250929,121.1287433,China,Shandong Sheng
316,"LG Display Co., Ltd.","174, 3gongdan 2-ro, Gumi, Gyeongsangbuk-do, Korea",36.0947837,128.4089338,South Korea,Gyeongsangbuk-do
317,"LG Display Co., Ltd.","No. 283 JingLong Road, Taimei Town Boluo County, Huizhou, Guangdong, China",22.6567616,114.0213694,China,Guangdong Sheng
318,"LG Innotek Co., Ltd.","66 Suchul-daero 9-gil, Gumi, Gyeongsangbuk-do, Korea",36.1161253,128.3813419,South Korea,Gyeongsangbuk-do
319,"LG Innotek Co., Ltd.","50-9 Suchul-daero 7-gil, Gumi, Gyeongsangbuk-do, Korea",36.116175,128.3793249,South Korea,Gyeongsangbuk-do
320,"LG Innotek Co., Ltd.","93, 2sunhwan-ro 971beon-gil, Heungdeok-gu, Cheongju, Chungcheongbuk-Do, Korea",36.6488694,127.4301839,South Korea,Chungcheongbuk-do
321,"LG Innotek Co., Ltd.","Lot I-4, Trang Due Industrial Park, An Duong district, Hai Phong City, Haiphong, Vietnam",20.8574107,106.5715707,Vietnam,Hai Phong
322,"LG Innotek Co., Ltd.","130-65 Sanho-daero, Gumi, Gyeongsangbuk-do, Korea",36.142496,128.4537631,South Korea,Gyeongsangbuk-do
323,"LG Innotek Co., Ltd.","77 Sanho-daero, Gumi, Gyeongsangbuk-do, Korea",36.090621,128.3834718,South Korea,Gyeongsangbuk-do
324,Lite-On Technology Corp.,"No. 11 Fuyuan Road, Wuqing Development Area, Tianjin, China",39.402712,117.067153,China,
325,Lite-On Technology Corp.,"59 Hong Jing Road, Eastern Section, GETDD, Guangzhou, Guangdong, China",23.124787,113.531013,China,Guangdong Sheng
326,Lite-On Technology Corp.,"Av. Torquato Tapajos 7891, Tarumã, Manaus, Brazil",-3.0016583,-60.03195669999999,Brazil,Amazonas
327,Lite-On Technology Corp.,"No. 8 Guangbao Road, Science City, Luogang Area, Guangzhou, Guangdong, China",23.171967,113.450985,China,Guangdong Sheng
328,Lite-On Technology Corp.,"1-3/F, Block 9 & 1F, Block 8, Brightman Industrial Zone, Busha Road, Shenzhen, Guangdong, China",22.6069567,114.149691,China,Guangdong Sheng
329,Lite-On Technology Corp.,"No. 1 Zhen’an Road, Shangjiao Section, Chang’an Town, Dongguan, Guangdong, China",22.7896296,113.8072711,China,Guangdong Sheng
330,Lite-On Technology Corp.,"No. 88, Yanghu Road, Wujin Hi-Tech Industrial Development Zone, Changzhou, Jiangsu, China",31.6472146,119.937462,China,Jiangsu Sheng
331,Longwell Company,"No. 19, 2nd industrial avenue, Tang Xia Chong village, Song Gang town, Paoan Ward,, Shenzhen, Guangdong, China",22.7997344,113.8451126,China,Guangdong Sheng
332,Luen Fung Group,"No. 50, Ke Ji Road, Yuquan Industrial District South, Fenggang Town, Dongguan, Guangdong, China",22.8282072,114.1735204,China,Guangdong Sheng
333,Luen Fung Group,"No. 48, Ke Ji Road, Yuquan Industrial District South, Fenggang Town, Dongguan, Guangdong, China",22.8285425,114.1737779,China,Guangdong Sheng
334,LUXSHARE-ICT,"No. 399, Baisheng Road, Kunshan, Jiangsu, China",31.1766056,120.9573475,China,Jiangsu Sheng
335,LUXSHARE-ICT,"No. 8 Yongyang Road, National economic & Technological Development Zone, Chuzhou, Anhui, China",32.3481707,118.3465085,China,Anhui Sheng
336,LUXSHARE-ICT,"No. 158 Jinchang Road, Jinxi Town, Kunshan, Jiangsu, China",31.17620819999999,120.9481253,China,Jiangsu Sheng
337,LUXSHARE-ICT,"No. 1, Lvyin Road, Industrial Park, Ji’an, Jiangxi, China",27.0192641,114.9182633,China,Jiangxi Sheng
338,LUXSHARE-ICT,"Fuchuan Road (East side), Ji’an, Jiangxi, China",27.0338984,114.9149547,China,Jiangxi Sheng
339,Marian Inc.,"Floor 2, Building 3, Chaohuilou Technology Industrial Park, 180 Huating Road, Da Lang, Longhua, Shenzhen, Guangdong, China",22.654652,114.02017,China,Guangdong Sheng
340,Marian Inc.,"Unit 1B, Suchun Industrial Square, 428 Xinglong Street, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.330027,120.804204,China,Jiangsu Sheng
341,Marian Inc.,"Unit 5B, B Area, EPZ, No. 158 Qiming Road, Suzhou Industrial Park, Suzhou, Jiangsu, China",31.3386781,120.8368346,China,Jiangsu Sheng
342,Maxim Integrated Products Inc.,"160 Rio Robles, San Jose, California, USA",37.4054899,-121.9499774,United States,California
343,Maxim Integrated Products Inc.,"14320 SW Jenkins Road, Beaverton, Oregon, USA",45.5019793,-122.8247273,United States,Oregon
344,Maxim Integrated Products Inc.,"4401 South Beltwood Parkway, Dallas, Texas, USA",32.9481684,-96.83314690000002,United States,Texas
345,Maxim Integrated Products Inc.,"Gateway Business Park, Special Export Processing Zone, Baranggay Javalera, Gen Trias, Cavite, Philippines",14.2688113,120.9227897,Philippines,Calabarzon
346,"Merry Electronics Co., Ltd.","No. 800 Kang Yuan Road, Xiang Cheng Economic Development Zone, Suzhou, Jiangsu, China",31.39523399999999,120.646835,China,Jiangsu Sheng
347,Microchip Technology Inc.,"2325 Orchard Parkway, San Jose, California, USA",37.376767,-121.927641,United States,California
348,Microchip Technology Inc.,"ACP Bldg., 102 Accuracy Drive, Corner Excellence Ave, Carmelray Industrial Park, 1, Canlubang, Calamba, Laguna, Philippines",14.2129068,121.090343,Philippines,Calabarzon
